id,video_title,score
0,C语言不挂科-4小时学完C语言,0.8173333724366848
1,C语言程序设计,0.7933249519428128
2,C语言程序设计(下),0.8046903483366732
4,程序设计入门——C语言,0.8671048597466186
5,C语言程序设计精髓,0.8285082845843276
6,C语言督学训练营（进群领券券后699）,0.8222916306378579
7,C语言零基础速成，限时免费，进群答疑！,0.8983660223005848
26,C语言督学训练营（进群领券券后699）,0.5
8,C语言程序设计(上),0.8239068595481932
9,C++语言程序设计（上）,0.9113376805197755
10,C语言程序设计,0.8440179375003654
11,期末高分必备-12小时精通大学C语言课程,0.8926695360763127
12,C语言程序设计,0.8184334874708384
13,C语言程序设计,0.7393455817731497
15,C++语言程序设计（下）——从C到C++,0.8384327434034928
16,计算机二级C语言公开课（进群答疑）,0.9143163914975921
17,C语言程序设计,0.8342885818422661
18,C语言程序设计,0.8322650397949076
19,C语言程序设计,0.8062010331204299
20,C语言程序设计,0.8243508875804832
21,C++语言程序设计,0.8116725725448295
22,C语言程序设计进阶,0.8661223443161631
23,程序设计与算法（一）C语言程序设计,0.876985854579105
24,C语言程序设计,0.8194159046747931
25,C语言程序设计,0.8156462903333785
27,C语言程序设计,0.7790137030397402
28,C语言程序设计——快速入门与提高,0.8292384207507847
29,C语言程序设计,0.8796084468306942
30,C语言程序设计CAP,0.8703324333903213
31,C语言程序设计,0.869957328790437
32,C语言程序设计,0.7601818189657523
33,C语言程序设计,0.6925150844328228
34,程序设计（C语言）,0.8800186060134298
35,C语言程序设计,0.7575544357800797
83,数据库系统原理,0.8937307907387103
36,C语言程序设计,0.8261225963982881
37,零基础学C语言,0.8814993649555551
38,C语言程序设计,0.7754877553764467
39,C语言程序设计,0.7117132294088792
41,C语言程序设计(上)CAP,0.8429343504159127
42,C语言程序设计,0.5
43,C语言程序设计,0.8139175595169129
44,考前冲刺！计算机二级C语言通关秘籍（送计算机二级公共基础知识课）,0.8631991764863254
45,C语言程序设计,0.8182506441040793
46,嵌入式C语言程序设计,0.8896931282762812
47,基于游戏开发的C语言程序设计入门与实践,0.8394749868805914
48,C语言程序设计,0.7761557738717237
49,C语言程序设计,0.6444826327781078
50,C语言程序设计——快速入门与提高CAP,0.8055101931961947
51,C语言程序设计,0.7800521411436245
52,C语言程序设计进阶与实践,0.7938255667701793
53,C++语言程序设计,0.5
54,C语言程序设计,0.6689811753233162
55,C语言程序设计,0.7274615677736381
56,C语言程序设计,0.758116552623118
57,C语言学习辅导与习题课,0.8190335006638672
58,物理问题的Ｃ语言实现,0.5
59,理工生反摸鱼俱乐部,0.8686498711008607
60,Python语言程序设计,0.8971055304657874
61,数据结构,0.8657267432385841
62,零基础学Java语言,0.8963503994881117
63,c#程序设计,0.8570804381212727
64,数学建模,0.8682891876380416
65,科学计算与MATLAB语言,0.8767806818254746
66,德语语言学导论,0.8995729583092632
67,C++程序设计,0.8678732280288449
68,C程序设计基础,0.8620650748339654
69,程序设计基础（C&C++）,0.8715993218935438
70,汇编语言程序设计,0.7315009357690149
71,程序设计与算法（三）C++面向对象程序设计,0.8601999291197536
72,数据结构,0.8556280999140897
73,数据结构与算法,0.7550865963473485
74,多元统计分析及R语言建模,0.8875917713094506
75,C编程方法学,0.7517347990284576
76,程序设计与算法（二）算法基础,0.8793343187390147
77,计算机系统基础(一)：程序的表示、转换与链接,0.8716684390790574
78,高级语言程序设计,0.8323646660881677
79,高级语言程序设计,0.7591297758525943
80,单片机原理与应用,0.8898926669092402
81,法国语言文化入门,0.8917523799669836
82,数据结构与算法,0.8909434831221482
